"","X","classification_id","user_name","user_id","user_ip","workflow_id","workflow_name","workflow_version","created_at","gold_standard","expert","metadata","annotations","subject_data","subject_ids"
"390",9560,189235788,"AliceSudds",1943752,"b1109134440974c8ae58",12161,"Workflow 1.1",6.5,"2019-11-02 18:17:16 UTC",NA,NA,"{""source"":""api"",""session"":""b7035e1a0253f36cf4735acd3c57de0dd68c464ed954782a381dc9d81bd5b6f9"",""viewport"":{""width"":1362,""height"":792},""started_at"":""2019-11-02T18:16:12.748Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Safari/605.1.15"",""utc_offset"":""14400"",""finished_at"":""2019-11-02T18:16:25.192Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":903,""clientHeight"":677,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":903,""clientHeight"":677,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":903,""clientHeight"":677,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-02T18:14:51.932Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37157854"":{""retired"":{""id"":51244197,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T17:36:09.357Z"",""updated_at"":""2019-12-12T03:29:36.605Z"",""retired_at"":""2019-12-12T03:29:36.595Z"",""subject_id"":37157854,""retirement_reason"":""classification_count""},""Num"":""1277"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_003273.JPG"",""Image2"":""06_09_DON_003274.JPG"",""Image3"":""06_09_DON_003275.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37157854
"391",43485,202008093,"barthelmess",1173819,"8cb1c43cfa43636f6c0e",12161,"Workflow 1.1",6.5,"2020-01-30 16:57:29 UTC",NA,NA,"{""source"":""api"",""session"":""a8971a050b42290a0528104d62f2901fa3db3718f41845cef2ab568a22e22aee"",""viewport"":{""width"":1977,""height"":1339},""started_at"":""2020-01-30T16:57:02.628Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-01-30T16:57:29.186Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1386,""clientHeight"":770,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":1386,""clientHeight"":770,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":1386,""clientHeight"":770,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-01-30T16:56:20.897Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""ANTLERSPRESENT"":""NO"",""ESTIMATEOFSNOWDEPTHSEETUTORIAL"":""NOSNOWBAREGROUND"",""ISITACTIVELYRAININGORSNOWINGINTHEPICTURE"":""YES""},""filters"":{}}]}]","{""37814566"":{""retired"":null,"""":""129"",""Num"":""129"",""Image1"":""30_20_BC_0112.jpg"",""Image2"":""30_20_BC_0113.jpg"",""Image3"":""30_20_BC_0114.jpg""}}",37814566
"392",20394,190433966,"Egsarg",1880210,"799ed961e2324233c007",12161,"Workflow 1.1",6.5,"2019-11-10 13:15:30 UTC",NA,NA,"{""source"":""api"",""session"":""6b7733cb31c740e79d8126e98025f5dab1e7557207a074f554035294e3c69732"",""viewport"":{""width"":1301,""height"":624},""started_at"":""2019-11-10T13:14:47.072Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362"",""utc_offset"":""18000"",""finished_at"":""2019-11-10T13:15:26.454Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":749,""clientHeight"":561,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":749,""clientHeight"":561,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":749,""clientHeight"":561,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-10T13:09:21.367Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""SITTINGSTANDINGLYING""],""ESTIMATEOFSNOWDEPTHSEETUTORIAL"":""NOSNOWBAREGROUND"",""ISITACTIVELYRAININGORSNOWINGINTHEPICTURE"":""NO""},""filters"":{}}]}]","{""37820998"":{""retired"":null,"""":""1920"",""Num"":""1920"",""Image1"":""06_41_DON_06140091.JPG"",""Image2"":""06_41_DON_06140092.JPG"",""Image3"":""06_41_DON_06140093.JPG""}}",37820998
"393",23369,190528771,"anyafound",1947128,"fbf555c3c0c431709b35",12161,"Workflow 1.1",6.5,"2019-11-11 02:17:05 UTC",NA,NA,"{""source"":""api"",""session"":""e3c102f5f4f2a8f4c5a8c58cdf559d76a1a85b39b292100af598bac4467dfcc4"",""viewport"":{""width"":1240,""height"":660},""started_at"":""2019-11-11T02:16:40.260Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-11-11T02:17:04.996Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":715,""clientHeight"":536,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":715,""clientHeight"":536,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":715,""clientHeight"":536,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-11T02:15:41.121Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""COTTONTAILRABBIT"",""answers"":{""HOWMANY"":""1"",""YOUNGPRESENT"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""],""ESTIMATEOFSNOWDEPTHSEETUTORIAL"":""NOSNOWBAREGROUND"",""ISITACTIVELYRAININGORSNOWINGINTHEPICTURE"":""NO""},""filters"":{}}]}]","{""37822404"":{""retired"":{""id"":52415112,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T17:58:18.944Z"",""updated_at"":""2019-11-11T16:04:10.536Z"",""retired_at"":""2019-11-11T16:04:10.524Z"",""subject_id"":37822404,""retirement_reason"":""classification_count""},"""":""3020"",""Num"":""3020"",""Image1"":""03_05_SH_000241.JPG"",""Image2"":""03_05_SH_000242.JPG"",""Image3"":""03_05_SH_000243.JPG""}}",37822404
"394",2729,187905192,"barthelmess",1173819,"0fbe1f42d8e33bcc70a4",12161,"Workflow 1.1",6.5,"2019-10-25 17:20:29 UTC",NA,NA,"{""source"":""api"",""session"":""c12e2201164764fdab03adcb1f88187d06a6b67024c5632bb8a9063d60320be1"",""viewport"":{""width"":1686,""height"":1177},""started_at"":""2019-10-25T17:20:22.879Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-10-25T17:20:29.276Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1113,""clientHeight"":834,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":1113,""clientHeight"":834,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":1113,""clientHeight"":834,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-25T17:19:20.466Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37158220"":{""retired"":null,""Num"":""1557"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_004116.JPG"",""Image2"":""06_09_DON_004117.JPG"",""Image3"":""06_09_DON_004118.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37158220
"395",39529,198496175,"Rodne52620",1958111,"293ff1aa967897e0cafa",12161,"Workflow 1.1",6.5,"2020-01-07 21:23:15 UTC",NA,NA,"{""source"":""api"",""session"":""4086fbe144388d6aafe6e884132c4f005ff79daae472e26918a7463294bb5d41"",""viewport"":{""width"":1909,""height"":882},""started_at"":""2020-01-07T21:22:51.113Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.88 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-01-07T21:23:15.142Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1058,""clientHeight"":794,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":1058,""clientHeight"":794,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":1058,""clientHeight"":794,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-01-07T21:20:18.479Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37158297"":{""retired"":null,""Num"":""1619"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_004302.JPG"",""Image2"":""06_09_DON_004303.JPG"",""Image3"":""06_09_DON_004304.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37158297
"396",650,187457434,"barthelmess",1173819,"9496f1dc5bfb5e6f3496",12161,"Workflow 1.1",6.5,"2019-10-22 17:41:11 UTC",NA,NA,"{""source"":""api"",""session"":""034dfe2d75f60362ea4985b7a1da1a02b399013043d4233eecaccc82ede7dd4f"",""viewport"":{""width"":1432,""height"":938},""started_at"":""2019-10-22T17:41:05.412Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-10-22T17:41:11.426Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":898,""clientHeight"":673,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":898,""clientHeight"":673,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":898,""clientHeight"":673,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-22T17:39:40.389Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37158781"":{""retired"":{""id"":51247033,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T19:11:43.236Z"",""updated_at"":""2019-11-14T03:18:39.122Z"",""retired_at"":""2019-11-14T03:18:39.110Z"",""subject_id"":37158781,""retirement_reason"":""classification_count""},""Num"":""2105"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_005763.JPG"",""Image2"":""06_09_DON_005764.JPG"",""Image3"":""06_09_DON_005765.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37158781
"397",15514,189895101,"Rodne5262",1942046,"489202e586164d617778",12161,"Workflow 1.1",6.5,"2019-11-07 02:48:52 UTC",NA,NA,"{""source"":""api"",""session"":""dd7ff96c226f287d5bb80e2e54f33d0c1e754825c40b26c76524dc4e2a0e978a"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-07T02:48:27.203Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-07T02:48:51.142Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-07T02:47:05.186Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""],""ESTIMATEOFSNOWDEPTHSEETUTORIAL"":""1020CM"",""ISITACTIVELYRAININGORSNOWINGINTHEPICTURE"":""NO""},""filters"":{}}]}]","{""31428793"":{""retired"":null,""ID"":""693"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""22_18_WF_0277.JPG"",""Image2"":""22_18_WF_0278.JPG"",""Image3"":""22_18_WF_0279.JPG"",""CamModel"":"""",""#CamNumber"":""22"",""#SDCardNum"":""18"",""!ForestType"":""Pine "",""#ForestName"":""WF""}}",31428793
"398",29686,191389524,"keandy16",1716700,"7556ae2de5c86268a916",12161,"Workflow 1.1",6.5,"2019-11-17 01:39:07 UTC",NA,NA,"{""source"":""api"",""session"":""c13fa1e35679a8d006255d83854bf540beb1a79b16a0ec878d5a4e6369422692"",""viewport"":{""width"":1248,""height"":664},""started_at"":""2019-11-17T01:39:00.606Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-11-17T01:39:08.441Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":722,""clientHeight"":542,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":722,""clientHeight"":542,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":722,""clientHeight"":542,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-17T01:38:09.453Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37157692"":{""retired"":null,""Num"":""1115"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_002787.JPG"",""Image2"":""06_09_DON_002788.JPG"",""Image3"":""06_09_DON_002789.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37157692
"399",5785,188657483,"Weigartz",1927542,"4338c12f2e1731aa4595",12161,"Workflow 1.1",6.5,"2019-10-30 03:04:15 UTC",NA,NA,"{""source"":""api"",""session"":""8ad72866749f80674a881bd678f665f8c2f3e271ef9c40288eb4d126fcf696d7"",""viewport"":{""width"":1304,""height"":665},""started_at"":""2019-10-30T03:04:09.672Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-10-30T03:04:14.905Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-30T03:01:47.383Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37156563"":{""retired"":{""id"":51243616,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T17:19:36.534Z"",""updated_at"":""2019-11-04T11:56:48.622Z"",""retired_at"":""2019-11-04T11:56:48.610Z"",""subject_id"":37156563,""retirement_reason"":""classification_count""},""Num"":""90"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""03_07_SH_000001.JPG"",""Image2"":""03_07_SH_000002.JPG"",""Image3"":""03_07_SH_000003.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""3"",""#SDCardNum"":""7"",""!ForestType"":""Deciduous"",""#ForestName"":""SH""}}",37156563
"400",15363,189888804,"Rodne5262",1942046,"489202e586164d617778",12161,"Workflow 1.1",6.5,"2019-11-07 01:57:45 UTC",NA,NA,"{""source"":""api"",""session"":""dd7ff96c226f287d5bb80e2e54f33d0c1e754825c40b26c76524dc4e2a0e978a"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-07T01:57:33.358Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-07T01:57:43.259Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-07T01:53:59.593Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37159694"":{""retired"":null,""Num"":""3032"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_008531.JPG"",""Image2"":""06_09_DON_008532.JPG"",""Image3"":""06_09_DON_008533.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37159694
"401",5831,188658855,"Weigartz",1927542,"4338c12f2e1731aa4595",12161,"Workflow 1.1",6.5,"2019-10-30 03:17:01 UTC",NA,NA,"{""source"":""api"",""session"":""8ad72866749f80674a881bd678f665f8c2f3e271ef9c40288eb4d126fcf696d7"",""viewport"":{""width"":1304,""height"":665},""started_at"":""2019-10-30T03:16:55.871Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-10-30T03:17:00.406Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-30T03:16:22.129Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37823683"":{""retired"":null,"""":""4032"",""Num"":""4032"",""Image1"":""18_18_DEG_002452.JPG"",""Image2"":""18_18_DEG_002453.JPG"",""Image3"":""18_18_DEG_002454.JPG""}}",37823683
"402",24719,190686213,"drlair16",1945893,"3b8f18248bf9afb9f4d7",12161,"Workflow 1.1",6.5,"2019-11-11 23:01:52 UTC",NA,NA,"{""source"":""api"",""session"":""e2150ccdd42c3f5d42d40480e4b651ab839247e385ea3b88420af73e323b7243"",""viewport"":{""width"":1203,""height"":627},""started_at"":""2019-11-11T23:01:41.111Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-11T23:01:52.027Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":682,""clientHeight"":511,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":682,""clientHeight"":511,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":682,""clientHeight"":511,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-11T23:00:35.685Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37823626"":{""retired"":{""id"":52409869,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T15:23:27.521Z"",""updated_at"":""2019-11-11T23:01:52.207Z"",""retired_at"":""2019-11-11T23:01:52.192Z"",""subject_id"":37823626,""retirement_reason"":""classification_count""},"""":""3985"",""Num"":""3985"",""Image1"":""18_18_DEG_002356.JPG"",""Image2"":""18_18_DEG_002357.JPG"",""Image3"":""18_18_DEG_002358.JPG""}}",37823626
"403",7039,188840838,"Weigartz",1927542,"a500be9cd6a83cad72a0",12161,"Workflow 1.1",6.5,"2019-10-31 01:36:17 UTC",NA,NA,"{""source"":""api"",""session"":""99c473bdbe1fdba29f5b82441f8b0e314eae2d74b67dfa9aa9b64d4852545b22"",""viewport"":{""width"":1304,""height"":665},""started_at"":""2019-10-31T01:36:10.359Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-10-31T01:36:17.481Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-31T01:36:02.451Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37160131"":{""retired"":null,""Num"":""3474"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_009856.JPG"",""Image2"":""06_09_DON_009857.JPG"",""Image3"":""06_09_DON_009858.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37160131
"404",23560,190531744,"Rodne5262",1942046,"489202e586164d617778",12161,"Workflow 1.1",6.5,"2019-11-11 02:43:39 UTC",NA,NA,"{""source"":""api"",""session"":""7d6c23373a8f295ab844e21de894bc780436f7c177838fc8c01137cbccbc7292"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-11T02:43:26.193Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-11T02:43:38.476Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-11T02:41:46.274Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37818652"":{""retired"":{""id"":52411664,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T16:06:49.084Z"",""updated_at"":""2019-11-11T02:43:40.076Z"",""retired_at"":""2019-11-11T02:43:40.068Z"",""subject_id"":37818652,""retirement_reason"":""classification_count""},"""":""48"",""Num"":""48"",""Image1"":""28_08_DEG_0001.JPG"",""Image2"":""28_08_DEG_0002.JPG"",""Image3"":""28_08_DEG_0003.JPG""}}",37818652
